FIPS,County,State,Sector,Submarket,Submarket Description,Market,Market Description,VISN,VISN Description,SAS Format,BY16 Sector,Change Indicator,
12099,Palm Beach,FLORIDA,08-n-1-A,08-n-1,V08_Atlantic_Sub_North,08-n,V08_Atlantic,08,VA Sunshine Healthcare Network,'12099' = '08-n-1-A',08-n-1-A,No Change,
12111,Saint Lucie,FLORIDA,08-n-1-B,08-n-1,V08_Atlantic_Sub_North,08-n,V08_Atlantic,08,VA Sunshine Healthcare Network,'12111' = '08-n-1-B',08-n-1-B,No Change,
12085,Martin,FLORIDA,08-n-1-C,08-n-1,V08_Atlantic_Sub_North,08-n,V08_Atlantic,08,VA Sunshine Healthcare Network,'12085' = '08-n-1-C',08-n-1-C,No Change,
12043,Glades,FLORIDA,08-n-1-D,08-n-1,V08_Atlantic_Sub_North,08-n,V08_Atlantic,08,VA Sunshine Healthcare Network,'12043' = '08-n-1-D',08-n-1-D,No Change,
12061,Indian River ,FLORIDA,08-n-1-D,08-n-1,V08_Atlantic_Sub_North,08-n,V08_Atlantic,08,VA Sunshine Healthcare Network,'12061' = '08-n-1-D',08-n-1-D,No Change,
12093,Okeechobee,FLORIDA,08-n-1-D,08-n-1,V08_Atlantic_Sub_North,08-n,V08_Atlantic,08,VA Sunshine Healthcare Network,'12093' = '08-n-1-D',08-n-1-D,No Change,
21035,Calloway,KENTUCKY,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21035' = '09-a-3-A',09-a-3-A,No Change,
21221,Trigg,KENTUCKY,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21221' = '09-a-3-A',09-a-3-A,No Change,
47005,Benton,TENNESSEE,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47005' = '09-a-3-A',09-a-3-A,No Change,
47021,Cheatham,TENNESSEE,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47021' = '09-a-3-A',09-a-3-A,No Change,
47043,Dickson,TENNESSEE,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47043' = '09-a-3-A',09-a-3-A,No Change,
47081,Hickman,TENNESSEE,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47081' = '09-a-3-A',09-a-3-A,No Change,
47083,Houston,TENNESSEE,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47083' = '09-a-3-A',09-a-3-A,No Change,
47085,Humphreys,TENNESSEE,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47085' = '09-a-3-A',09-a-3-A,No Change,
47161,Stewart,TENNESSEE,09-a-3-A,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47161' = '09-a-3-A',09-a-3-A,No Change,
47003,Bedford,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47003' = '09-a-3-B',09-a-3-B,No Change,
47055,Giles,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47055' = '09-a-3-B',09-a-3-B,No Change,
47099,Lawrence,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47099' = '09-a-3-B',09-a-3-B,No Change,
47101,Lewis,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47101' = '09-a-3-B',09-a-3-B,No Change,
47103,Lincoln,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47103' = '09-a-3-B',09-a-3-B,No Change,
47117,Marshall,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47117' = '09-a-3-B',09-a-3-B,No Change,
47119,Maury,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47119' = '09-a-3-B',09-a-3-B,No Change,
47127,Moore,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47127' = '09-a-3-B',09-a-3-B,No Change,
47135,Perry,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47135' = '09-a-3-B',09-a-3-B,No Change,
47181,Wayne,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47181' = '09-a-3-B',09-a-3-B,No Change,
47187,Williamson,TENNESSEE,09-a-3-B,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47187' = '09-a-3-B',09-a-3-B,No Change,
47125,Montgomery,TENNESSEE,09-a-3-C,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47125' = '09-a-3-C',09-a-3-C,No Change,
47037,Davidson,TENNESSEE,09-a-3-D,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47037' = '09-a-3-D',09-a-3-D,No Change,
21003,Allen,KENTUCKY,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21003' = '09-a-3-E',09-a-3-E,No Change,
21047,Christian,KENTUCKY,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21047' = '09-a-3-E',09-a-3-E,No Change,
21141,Logan,KENTUCKY,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21141' = '09-a-3-E',09-a-3-E,No Change,
21213,Simpson,KENTUCKY,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21213' = '09-a-3-E',09-a-3-E,No Change,
21219,Todd,KENTUCKY,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21219' = '09-a-3-E',09-a-3-E,No Change,
21227,Warren,KENTUCKY,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'21227' = '09-a-3-E',09-a-3-E,No Change,
47147,Robertson,TENNESSEE,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47147' = '09-a-3-E',09-a-3-E,No Change,
47165,Sumner,TENNESSEE,09-a-3-E,09-a-3,V09_Central_West,09-a,V09_Central,09,VA Mid South Healthcare Network,'47165' = '09-a-3-E',09-a-3-E,No Change,
47015,Cannon,TENNESSEE,09-a-4-A,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47015' = '09-a-4-A',09-a-4-A,No Change,
47149,Rutherford,TENNESSEE,09-a-4-A,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47149' = '09-a-4-A',09-a-4-A,No Change,
21009,Barren,KENTUCKY,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'21009' = '09-a-4-B',09-a-4-B,No Change,
21053,Clinton,KENTUCKY,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'21053' = '09-a-4-B',09-a-4-B,No Change,
21057,Cumberland,KENTUCKY,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'21057' = '09-a-4-B',09-a-4-B,No Change,
21169,Metcalfe,KENTUCKY,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'21169' = '09-a-4-B',09-a-4-B,No Change,
21171,Monroe,KENTUCKY,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'21171' = '09-a-4-B',09-a-4-B,No Change,
21231,Wayne,KENTUCKY,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'21231' = '09-a-4-B',09-a-4-B,No Change,
47027,Clay,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47027' = '09-a-4-B',09-a-4-B,No Change,
47049,Fentress,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47049' = '09-a-4-B',09-a-4-B,No Change,
47087,Jackson,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47087' = '09-a-4-B',09-a-4-B,No Change,
47111,Macon,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47111' = '09-a-4-B',09-a-4-B,No Change,
47129,Morgan,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47129' = '09-a-4-B',09-a-4-B,No Change,
47133,Overton,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47133' = '09-a-4-B',09-a-4-B,No Change,
47137,Pickett,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47137' = '09-a-4-B',09-a-4-B,No Change,
47151,Scott,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47151' = '09-a-4-B',09-a-4-B,No Change,
47159,Smith,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47159' = '09-a-4-B',09-a-4-B,No Change,
47169,Trousdale,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47169' = '09-a-4-B',09-a-4-B,No Change,
47189,Wilson,TENNESSEE,09-a-4-B,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47189' = '09-a-4-B',09-a-4-B,No Change,
47031,Coffee,TENNESSEE,09-a-4-C,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47031' = '09-a-4-C',09-a-4-C,No Change,
47041,De Kalb,TENNESSEE,09-a-4-C,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47041' = '09-a-4-C',09-a-4-C,No Change,
47141,Putnam,TENNESSEE,09-a-4-C,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47141' = '09-a-4-C',09-a-4-C,No Change,
47175,Van Buren,TENNESSEE,09-a-4-C,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47175' = '09-a-4-C',09-a-4-C,No Change,
47177,Warren,TENNESSEE,09-a-4-C,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47177' = '09-a-4-C',09-a-4-C,No Change,
47185,White,TENNESSEE,09-a-4-C,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47185' = '09-a-4-C',09-a-4-C,No Change,
13047,Catoosa,GEORGIA,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'13047' = '09-a-4-D',09-a-4-D,No Change,
13083,Dade,GEORGIA,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'13083' = '09-a-4-D',09-a-4-D,No Change,
13213,Murray,GEORGIA,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'13213' = '09-a-4-D',09-a-4-D,No Change,
13295,Walker,GEORGIA,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'13295' = '09-a-4-D',09-a-4-D,No Change,
13313,Whitfield,GEORGIA,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'13313' = '09-a-4-D',09-a-4-D,No Change,
47051,Franklin,TENNESSEE,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47051' = '09-a-4-D',09-a-4-D,No Change,
47061,Grundy,TENNESSEE,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47061' = '09-a-4-D',09-a-4-D,No Change,
47115,Marion,TENNESSEE,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47115' = '09-a-4-D',09-a-4-D,No Change,
47153,Sequatchie,TENNESSEE,09-a-4-D,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47153' = '09-a-4-D',09-a-4-D,No Change,
47011,Bradley,TENNESSEE,09-a-4-E,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47011' = '09-a-4-E',09-a-4-E,No Change,
47065,Hamilton,TENNESSEE,09-a-4-E,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47065' = '09-a-4-E',09-a-4-E,No Change,
47007,Bledsoe,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47007' = '09-a-4-F',09-a-4-F,No Change,
47035,Cumberland,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47035' = '09-a-4-F',09-a-4-F,No Change,
47105,Loudon,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47105' = '09-a-4-F',09-a-4-F,No Change,
47107,McMinn,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47107' = '09-a-4-F',09-a-4-F,No Change,
47121,Meigs,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47121' = '09-a-4-F',09-a-4-F,No Change,
47123,Monroe,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47123' = '09-a-4-F',09-a-4-F,No Change,
47139,Polk,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47139' = '09-a-4-F',09-a-4-F,No Change,
47143,Rhea,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47143' = '09-a-4-F',09-a-4-F,No Change,
47145,Roane,TENNESSEE,09-a-4-F,09-a-4,V09_Central_East,09-a,V09_Central,09,VA Mid South Healthcare Network,'47145' = '09-a-4-F',09-a-4-F,No Change,
47025,Claiborne,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47025' = '09-b-9-A',09-b-9-A,No Change,
47029,Cocke,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47029' = '09-b-9-A',09-b-9-A,No Change,
47057,Grainger,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47057' = '09-b-9-A',09-b-9-A,No Change,
47059,Greene,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47059' = '09-b-9-A',09-b-9-A,No Change,
47063,Hamblen,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47063' = '09-b-9-A',09-b-9-A,No Change,
47067,Hancock,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47067' = '09-b-9-A',09-b-9-A,No Change,
47073,Hawkins,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47073' = '09-b-9-A',09-b-9-A,No Change,
47089,Jefferson,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47089' = '09-b-9-A',09-b-9-A,No Change,
47171,Unicoi,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47171' = '09-b-9-A',09-b-9-A,No Change,
47179,Washington,TENNESSEE,09-b-9-A,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47179' = '09-b-9-A',09-b-9-A,No Change,
47019,Carter,TENNESSEE,09-b-9-B,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47019' = '09-b-9-B',09-b-9-B,No Change,
47091,Johnson,TENNESSEE,09-b-9-B,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47091' = '09-b-9-B',09-b-9-B,No Change,
47163,Sullivan,TENNESSEE,09-b-9-B,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47163' = '09-b-9-B',09-b-9-B,No Change,
21013,Bell,KENTUCKY,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'21013' = '09-b-9-C',09-b-9-C,No Change,
21095,Harlan,KENTUCKY,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'21095' = '09-b-9-C',09-b-9-C,No Change,
21133,Letcher,KENTUCKY,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'21133' = '09-b-9-C',09-b-9-C,No Change,
21235,Whitley,KENTUCKY,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'21235' = '09-b-9-C',09-b-9-C,No Change,
51027,Buchanan,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51027' = '09-b-9-C',09-b-9-C,No Change,
51051,Dickenson,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51051' = '09-b-9-C',09-b-9-C,No Change,
51105,Lee,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51105' = '09-b-9-C',09-b-9-C,No Change,
51167,Russell,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51167' = '09-b-9-C',09-b-9-C,No Change,
51169,Scott,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51169' = '09-b-9-C',09-b-9-C,No Change,
51191,Washington,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51191' = '09-b-9-C',09-b-9-C,No Change,
51195,Wise,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51195' = '09-b-9-C',09-b-9-C,No Change,
51520,Bristol,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51520' = '09-b-9-C',09-b-9-C,No Change,
51720,Norton City,VIRGINIA,09-b-9-C,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'51720' = '09-b-9-C',09-b-9-C,No Change,
47093,Knox,TENNESSEE,09-b-9-D,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47093' = '09-b-9-D',09-b-9-D,No Change,
47001,Anderson,TENNESSEE,09-b-9-E,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47001' = '09-b-9-E',09-b-9-E,No Change,
47009,Blount,TENNESSEE,09-b-9-E,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47009' = '09-b-9-E',09-b-9-E,No Change,
47013,Campbell,TENNESSEE,09-b-9-E,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47013' = '09-b-9-E',09-b-9-E,No Change,
47155,Sevier,TENNESSEE,09-b-9-E,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47155' = '09-b-9-E',09-b-9-E,No Change,
47173,Union,TENNESSEE,09-b-9-E,09-b-9,V09_Eastern,09-b,V09_Eastern,09,VA Mid South Healthcare Network,'47173' = '09-b-9-E',09-b-9-E,No Change,
21111,Jefferson,KENTUCKY,09-e-1-A,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21111' = '09-e-1-A',09-e-1-A,No Change,
21001,Adair,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21001' = '09-e-1-B',09-e-1-B,No Change,
21027,Breckinridge,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21027' = '09-e-1-B',09-e-1-B,No Change,
21029,Bullitt,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21029' = '09-e-1-B',09-e-1-B,No Change,
21031,Butler,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21031' = '09-e-1-B',09-e-1-B,No Change,
21041,Carroll,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21041' = '09-e-1-B',09-e-1-B,No Change,
21061,Edmonson,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21061' = '09-e-1-B',09-e-1-B,No Change,
21085,Grayson,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21085' = '09-e-1-B',09-e-1-B,No Change,
21087,Green,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21087' = '09-e-1-B',09-e-1-B,No Change,
21091,Hancock,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21091' = '09-e-1-B',09-e-1-B,No Change,
21093,Hardin,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21093' = '09-e-1-B',09-e-1-B,No Change,
21099,Hart,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21099' = '09-e-1-B',09-e-1-B,No Change,
21103,Henry,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21103' = '09-e-1-B',09-e-1-B,No Change,
21123,Larue,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21123' = '09-e-1-B',09-e-1-B,No Change,
21163,Meade,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21163' = '09-e-1-B',09-e-1-B,No Change,
21177,Muhlenberg,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21177' = '09-e-1-B',09-e-1-B,No Change,
21179,Nelson,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21179' = '09-e-1-B',09-e-1-B,No Change,
21183,Ohio,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21183' = '09-e-1-B',09-e-1-B,No Change,
21185,Oldham,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21185' = '09-e-1-B',09-e-1-B,No Change,
21187,Owen,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21187' = '09-e-1-B',09-e-1-B,No Change,
21211,Shelby,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21211' = '09-e-1-B',09-e-1-B,No Change,
21215,Spencer,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21215' = '09-e-1-B',09-e-1-B,No Change,
21223,Trimble,KENTUCKY,09-e-1-B,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21223' = '09-e-1-B',09-e-1-B,No Change,
18019,Clark,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18019' = '09-e-1-C',09-e-1-C,No Change,
18025,Crawford,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18025' = '09-e-1-C',09-e-1-C,No Change,
18037,Dubois,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18037' = '09-e-1-C',09-e-1-C,No Change,
18043,Floyd,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18043' = '09-e-1-C',09-e-1-C,No Change,
18061,Harrison,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18061' = '09-e-1-C',09-e-1-C,No Change,
18071,Jackson,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18071' = '09-e-1-C',09-e-1-C,No Change,
18077,Jefferson,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18077' = '09-e-1-C',09-e-1-C,No Change,
18117,Orange,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18117' = '09-e-1-C',09-e-1-C,No Change,
18123,Perry,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18123' = '09-e-1-C',09-e-1-C,No Change,
18143,Scott,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18143' = '09-e-1-C',09-e-1-C,No Change,
18155,Switzerland,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18155' = '09-e-1-C',09-e-1-C,No Change,
18175,Washington,INDIANA,09-e-1-C,09-e-1,V09_Northern_Sub_1,09-e,V09_Northern,09,VA Mid South Healthcare Network,'18175' = '09-e-1-C',09-e-1-C,No Change,
21005,Anderson,KENTUCKY,09-e-4-A,09-e-4,V09_Northern_Sub_3,09-e,V09_Northern,09,VA Mid South Healthcare Network,'21005' = '09-e-4-A',09-e-4-A,No Change,
